9.055265953761262518e-03,2.892255721053447637e+00,9.990767742828789988e-01,1.566508172248353958e+03,5.759538168364830568e-01,1.707702298360639190e+02,6.263140433272365044e+03,6.825802974799048073e+00,8.340305893685627581e+00,1.623883564768900060e-03,1.952602737627809670e+00,-5.832564855290223171e-01,9.994556310870406080e-01,0.000000000000000000e+00
1.161931990079793572e-02,1.998460848364086662e+00,9.992325886507912314e-01,1.302216434389160668e+03,6.585742861463577125e-01,1.582641329916400537e+02,5.206867276708282589e+03,6.668239985613390708e+00,7.819900515552443032e+00,1.902190275502365496e-03,1.631459787672340456e+00,-6.359820394471238370e-01,9.996427215091285845e-01,0.000000000000000000e+00
9.129168023989756367e-03,3.554079712434117244e+00,9.987212389538842050e-01,1.389789632439209754e+03,5.705560463543238869e-01,1.602374223674636653e+02,5.555604450044398618e+03,6.771814513585292516e+00,8.312235716452216039e+00,1.855871773677046947e-03,1.974546764826999201e+00,-5.750372873773003102e-01,9.993618448180568992e-01,0.000000000000000000e+00
1.026958609448237573e-02,1.875677507167765157e+00,9.992660637865802276e-01,1.277942765174306260e+03,6.536544360340486026e-01,1.553449360874114404e+02,5.109895383190062603e+03,6.726200431480846120e+00,7.898165962877957469e+00,2.032823269994083956e-03,1.645042856721055102e+00,-6.355743035740544222e-01,9.996646312781429788e-01,0.000000000000000000e+00
8.358938535918611357e-03,3.327014859915919942e+00,9.992246261786017492e-01,2.145612637372208610e+03,5.690599300476866240e-01,1.986267828254052574e+02,8.579123534628921334e+03,7.148288991465433284e+00,8.710559904382591867e+00,1.579739965742108822e-03,1.996826020346138542e+00,-5.967840397472462532e-01,9.996826301046543017e-01,0.000000000000000000e+00
1.093021841442006099e-02,1.979749910598154639e+00,9.993141591523363454e-01,1.443460249333527145e+03,6.736039701515608158e-01,1.651847228422302578e+02,5.771861247423512395e+03,6.679324230260152540e+00,7.754825841695058841e+00,2.044135520139912354e-03,1.559277694115256407e+00,-6.494779238746910544e-01,9.996993336302693045e-01,0.000000000000000000e+00
9.455390891962697428e-03,2.228003460438055860e+00,9.991378022885406551e-01,1.292168750250657695e+03,6.388899838476223003e-01,1.506413131947887223e+02,5.166446997542195277e+03,6.959469402328851473e+00,8.211615541084556824e+00,1.987403294260456279e-03,1.717624811539034679e+00,-6.362943209565312674e-01,9.997525500950134036e-01,0.000000000000000000e+00
1.067433964341324426e-02,1.711091502725130109e+00,9.994273564944866628e-01,1.494170246695507558e+03,6.693157618403507980e-01,1.676413012662605126e+02,5.974969895279312368e+03,6.698178101199045997e+00,7.789825404834233247e+00,1.951647238272169070e-03,1.576525299520629364e+00,-6.479315233699959320e-01,9.997009967949197495e-01,0.000000000000000000e+00
1.025555138471467842e-02,1.594838219183120520e+00,9.994463404086205705e-01,1.440387033124249911e+03,6.778476066240984865e-01,1.577778943296434022e+02,5.759953294277820532e+03,7.014276231263169237e+00,8.119479008808781373e+00,1.881112605874244760e-03,1.605765926116534459e+00,-6.651164082747066386e-01,9.998369994928473226e-01,0.000000000000000000e+00
9.938873855723713222e-03,1.623339342702754928e+00,9.993464453362793654e-01,1.242035717848544436e+03,6.684369335980672178e-01,1.489118676697199817e+02,4.966519532051474016e+03,6.882301489293323193e+00,7.981091815721155669e+00,2.039490768028393193e-03,1.582755458536009741e+00,-6.573867967486659580e-01,9.997890035883323367e-01,0.000000000000000000e+00
9.845257607741384615e-03,1.873917947653845895e+00,9.994000604665715937e-01,1.561875735424791856e+03,6.622379527280461975e-01,1.605233776947902697e+02,6.245629023751514978e+03,7.168112678538098415e+00,8.353912986301976318e+00,1.827285563557851534e-03,1.679573553115183415e+00,-6.603540755450280075e-01,9.998585877043495440e-01,0.000000000000000000e+00
9.445712682019782869e-03,1.631666742656726399e+00,9.994257735167442203e-01,1.420867358105092535e+03,6.650494384825050842e-01,1.564239087494574107e+02,5.681837765677715652e+03,7.029679620922079764e+00,8.143972737094379966e+00,2.044561540756231321e-03,1.595942506229336200e+00,-6.630613081917996476e-01,9.998377348272042831e-01,0.000000000000000000e+00
1.009624282329151662e-02,1.784924320398944220e+00,9.993285971109183707e-01,1.329352911026106085e+03,6.672472256604038421e-01,1.484643883741964316e+02,5.315626719784018860e+03,6.998288414139902436e+00,8.158490480036963532e+00,2.035689555955692755e-03,1.657517161157690655e+00,-6.552606310433193304e-01,9.998121735171698887e-01,0.000000000000000000e+00
9.222770813298371284e-03,1.986464965750940559e+00,9.993357405442657715e-01,1.495372939373988629e+03,6.422578484193193216e-01,1.609504898649722122e+02,5.979505292530207953e+03,7.021708946174642918e+00,8.246181039336253349e+00,1.689965052714263380e-03,1.694521780994965310e+00,-6.443792322941073181e-01,9.997930565949830761e-01,0.000000000000000000e+00
8.320406475050595024e-03,3.905153670606404503e+00,9.992259917544015213e-01,2.522936938019677200e+03,5.678831866873657042e-01,2.177995262213029832e+02,1.008784259840811319e+04,7.171845797821885249e+00,8.745622908171297283e+00,1.390624002086071360e-03,2.007357875579880879e+00,-5.962401813366334791e-01,9.996886766840088479e-01,0.000000000000000000e+00
9.538820013511244145e-03,2.205724570745674296e+00,9.993379139855579352e-01,1.665907180014732376e+03,6.351866763445588315e-01,1.762930108319945930e+02,6.661422995488181186e+03,6.919382644762213985e+00,8.183597612717139924e+00,1.688608110849786027e-03,1.729618716392092637e+00,-6.315615835891599250e-01,9.997243605089918272e-01,0.000000000000000000e+00
8.915001893323119125e-03,3.316498738853380424e+00,9.989547701226501042e-01,1.586637943866914156e+03,5.775239759466439526e-01,1.726200708034872946e+02,6.343235276728801182e+03,6.889891113728166872e+00,8.398895443637302449e+00,1.730892380988063297e-03,1.946384528274967662e+00,-5.887062336554637065e-01,9.995274389784690738e-01,0.000000000000000000e+00
